Panel,File_Identification,Schedule,Quarter,Visit,Sector,State_UT_Code,District_Code,NSS_Region,Stratum,Sub_Stratum,Sub_Sample,FOD_Sub_Region,FSU,Sample_Sg_Sb_No,Second_Stage_Stratum_No,Sample_Household_Number,Person_Serial_No,Relationship_To_Head,Sex,Age,Marital_Status,General_Education_Level,Technical_Education_Level,Years_Formal_Education,Current_Attendance_Status,Vocational_Training,Training_Completed_365_Days,Field_Of_Training,Duration_Of_Training,Type_Of_Training,Training_Funding_Source,Principal_Status_Code,Principal_Industry_Code,Principal_Occupation_Code,Subsidiary_Work_Engagement,Principal_Workplace_Location,Principal_Enterprise_Type,Principal_Workers_Count,Principal_Job_Contract_Type,Principal_Paid_Leave,Principal_Social_Security,Principal_Product_Usage,Subsidiary_Status_Code,Subsidiary_Industry_Code,Subsidiary_Occupation_Code,Subsidiary_Workplace_Location,Subsidiary_Enterprise_Type,Subsidiary_Workers_Count,Subsidiary_Job_Contract_Type,Subsidiary_Paid_Leave,Subsidiary_Social_Security,Subsidiary_Product_Usage,Ever_Worked_365_Days,Principal_Duration,Subsidiary_Duration,Work_Search_Efforts,Unemployment_Duration,Ever_Worked,Reason_Not_Working,Main_Reason_Principal_Status,Day7_Act1_Status_Code,Day7_Act1_Industry_Code,Day7_Act1_Hours,Day7_Act1_Wage,Day7_Act2_Status_Code,Day7_Act2_Industry_Code,Day7_Act2_Hours,Day7_Act2_Wage,Day7_Total_Hours,Day7_Additional_Work_Hours,Day6_Act1_Status_Code,Day6_Act1_Industry_Code,Day6_Act1_Hours,Day6_Act1_Wage,Day6_Act2_Status_Code,Day6_Act2_Industry_Code,Day6_Act2_Hours,Day6_Act2_Wage,Day6_Total_Hours,Day6_Additional_Work_Hours,Day5_Act1_Status_Code,Day5_Act1_Industry_Code,Day5_Act1_Hours,Day5_Act1_Wage,Day5_Act2_Status_Code,Day5_Act2_Industry_Code,Day5_Act2_Hours,Day5_Act2_Wage,Day5_Total_Hours,Day5_Additional_Work_Hours,Day4_Act1_Status_Code,Day4_Act1_Industry_Code,Day4_Act1_Hours,Day4_Act1_Wage,Day4_Act2_Status_Code,Day4_Act2_Industry_Code,Day4_Act2_Hours,Day4_Act2_Wage,Day4_Total_Hours,Day4_Additional_Work_Hours,Day3_Act1_Status_Code,Day3_Act1_Industry_Code,Day3_Act1_Hours,Day3_Act1_Wage,Day3_Act2_Status_Code,Day3_Act2_Industry_Code,Day3_Act2_Hours,Day3_Act2_Wage,Day3_Total_Hours,Day3_Additional_Work_Hours,Day2_Act1_Status_Code,Day2_Act1_Industry_Code,Day2_Act1_Hours,Day2_Act1_Wage,Day2_Act2_Status_Code,Day2_Act2_Industry_Code,Day2_Act2_Hours,Day2_Act2_Wage,Day2_Total_Hours,Day2_Additional_Work_Hours,Day1_Act1_Status_Code,Day1_Act1_Industry_Code,Day1_Act1_Hours,Day1_Act1_Wage,Day1_Act2_Status_Code,Day1_Act2_Industry_Code,Day1_Act2_Hours,Day1_Act2_Wage,Day1_Total_Hours,Day1_Additional_Work_Hours,CWS_Status_Code,CWS_Industry_Code,CWS_Occupation_Code,CWS_Earnings_Salaried,CWS_Earnings_SelfEmployed,Ns_Count_Sector_Stratum_Substratum_Subsample,Ns_Count_Sector_Stratum_Substratum,Subsample_Multiplier,State_Sector_Stratum_Substra
P4,CFVP4,104,Q3,V1,1,02,09,022,02,02,1,0210,12945,1,3,02,01,1,1,42,2,06,01,6,,6,,,,,,51,41001,931,2,18,01,1,1,2,8,,,,,,,,,,,,1,5,,,,,,,51,41, 9,  500,,, 0,    0, 9, 0,51,41,9,500,,,0,0,9,0,51,41,9,500,,,0,0,9,0,51,41,9,500,,,0,0,9,0,51,41,9,500,,,0,0,9,0,81,,0,0,,,0,0,0,0,81,,0,0,,,0,0,0,0,51,41,931,0,0,1,2,409173,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,1,01,01,1,1,70,3,05,01,4,,,,,,,,94,,,2,,,,,,,,,,,,,,,,,,,,,,,1,08,3,94,, 0,    0,,, 0,    0, 0, 0,94,,0,0,,,0,0,0,0,94,,0,0,,,0,0,0,0,94,,0,0,,,0,0,0,0,94,,0,0,,,0,0,0,0,94,,0,0,,,0,0,0,0,94,,0,0,,,0,0,0,0,94,,,0,0,1,2,449712,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,1,01,02,3,1,48,3,10,01,12,,2,,,,,,31,85212,411,2,16,05,2,4,1,7,,,,,,,,,,,,1,5,,,,,,,72,85, 8,    0,,, 0,    0, 0, 0,31,85,8,0,,,0,0,8,0,31,85,8,0,,,0,0,8,0,31,85,8,0,,,0,0,8,0,72,85,8,0,,,0,0,0,0,72,85,8,0,,,0,0,0,0,31,85,8,0,,,0,0,8,0,31,85,411,58000,0,1,2,449712,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,1,01,03,6,1,31,2,12,01,15,,2,,,,,,11,01114,611,2,,01,1,,,,3,,,,,,,,,,,1,5,,,,,,,11,01, 7,    0,,, 0,    0, 7, 0,11,01,7,0,,,0,0,7,0,11,01,7,0,,,0,0,7,0,11,01,6,0,,,0,0,6,0,11,01,6,0,,,0,0,6,0,11,01,7,0,,,0,0,7,0,11,01,6,0,,,0,0,6,0,11,01,611,0,7500,1,2,449712,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,1,01,06,6,1,26,1,10,01,12,15,2,,,,,,21,01114,611,2,,01,1,,,,3,,,,,,,,,,,1,5,,,,,,,21,01, 5,    0,,, 0,    0, 5, 0,21,01,5,0,,,0,0,5,0,21,01,5,0,,,0,0,5,0,21,01,4,0,,,0,0,4,0,21,01,5,0,,,0,0,5,0,21,01,5,0,,,0,0,5,0,21,01,4,0,,,0,0,4,0,21,01,611,0,0,1,2,449712,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,1,01,04,6,2,24,2,12,01,15,15,2,,,,,,92,,,2,,,,,,,,,,,,,,,,,,,,,,,1,06,7,92,, 0,    0,,, 0,    0, 0, 0,92,,0,0,,,0,0,0,0,92,,0,0,,,0,0,0,0,92,,0,0,,,0,0,0,0,92,,0,0,,,0,0,0,0,92,,0,0,,,0,0,0,0,92,,0,0,,,0,0,0,0,92,,,0,0,1,2,449712,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,1,01,05,8,2,1,1,01,01,0,05,,,,,,,99,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,99,, 0,    0,,, 0,    0, 0, 0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,,0,0,1,2,449712,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,1,02,01,1,1,42,2,08,01,10,,2,,,,,,11,01114,611,2,,01,1,,,,3,,,,,,,,,,,1,5,,,,,,,11,01, 7,    0,,, 0,    0, 7, 0,11,01,7,0,,,0,0,7,0,11,01,7,0,,,0,0,7,0,11,01,6,0,,,0,0,6,0,11,01,6,0,,,0,0,6,0,11,01,7,0,,,0,0,7,0,11,01,6,0,,,0,0,6,0,11,01,611,0,6500,1,2,449712,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,1,02,03,5,1,19,1,10,01,12,15,2,,,,,,81,,,2,,,,,,,,,,,,,,,,,,,,,2,3,2,,,81,, 0,    0,,, 0,    0, 0, 0,81,,0,0,,,0,0,0,0,81,,0,0,,,0,0,0,0,81,,0,0,,,0,0,0,0,81,,0,0,,,0,0,0,0,81,,0,0,,,0,0,0,0,81,,0,0,,,0,0,0,0,81,,,0,0,1,2,449712,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,1,02,04,5,1,10,1,06,01,5,25,,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,449712,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,1,02,02,2,2,40,2,06,01,5,,2,,,,,,21,01114,611,2,,01,1,,,,3,,,,,,,,,,,1,5,,,,,,,21,01, 4,    0,,, 0,    0, 4, 0,21,01,4,0,,,0,0,4,0,21,01,4,0,,,0,0,4,0,21,01,3,0,,,0,0,3,0,21,01,3,0,,,0,0,3,0,21,01,4,0,,,0,0,4,0,21,01,3,0,,,0,0,3,0,21,01,611,0,0,1,2,449712,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,1,02,05,5,2,21,1,12,01,15,15,2,,,,,,81,,,2,,,,,,,,,,,,,,,,,,,,,2,3,2,,,81,, 0,    0,,, 0,    0, 0, 0,81,,0,0,,,0,0,0,0,81,,0,0,,,0,0,0,0,81,,0,0,,,0,0,0,0,81,,0,0,,,0,0,0,0,81,,0,0,,,0,0,0,0,81,,0,0,,,0,0,0,0,81,,,0,0,1,2,449712,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,2,01,01,1,1,57,2,08,01,10,,2,,,,,,31,35109,741,2,16,05,2,4,1,7,,,,,,,,,,,,1,5,,,,,,,72,35, 8,    0,,, 0,    0, 0, 0,31,35,8,0,,,0,0,8,0,31,35,8,0,,,0,0,8,0,31,35,8,0,,,0,0,8,0,72,35,8,0,,,0,0,0,0,72,35,8,0,,,0,0,0,0,31,35,8,0,,,0,0,8,0,31,35,741,48000,0,1,2,202370,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,2,01,02,2,2,54,2,06,01,5,,2,,,,,,93,,,2,,,,,,,,,,,,,,,,,,,,,,,1,07,7,93,, 0,    0,,, 0,    0, 0, 0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,,0,0,1,2,202370,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,2,02,01,1,1,47,2,10,01,12,,2,,,,,,11,01114,611,2,,01,1,,,,3,,,,,,,,,,,1,5,,,,,,,11,01, 6,    0,,, 0,    0, 6, 0,11,01,6,0,,,0,0,6,0,11,01,7,0,,,0,0,7,0,11,01,7,0,,,0,0,7,0,11,01,6,0,,,0,0,6,0,11,01,7,0,,,0,0,7,0,11,01,6,0,,,0,0,6,0,11,01,611,0,6500,1,2,202370,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,2,02,03,5,1,11,1,06,01,6,25,,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,202370,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,2,02,02,2,2,38,2,07,01,8,,2,,,,,,21,01114,611,2,,01,1,,,,3,,,,,,,,,,,1,5,,,,,,,21,01, 4,    0,,, 0,    0, 4, 0,21,01,4,0,,,0,0,4,0,21,01,4,0,,,0,0,4,0,21,01,3,0,,,0,0,3,0,21,01,3,0,,,0,0,3,0,21,01,4,0,,,0,0,4,0,21,01,3,0,,,0,0,3,0,21,01,611,0,0,1,2,202370,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,2,02,04,5,2,13,1,07,01,8,26,6,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,202370,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,2,03,01,1,1,58,2,05,01,4,,2,,,,,,11,01114,611,2,,01,1,,,,3,,,,,,,,,,,1,5,,,,,,,11,01, 6,    0,,, 0,    0, 6, 0,11,01,6,0,,,0,0,6,0,11,01,7,0,,,0,0,7,0,11,01,6,0,,,0,0,6,0,11,01,5,0,,,0,0,5,0,11,01,5,0,,,0,0,5,0,11,01,6,0,,,0,0,6,0,11,01,611,0,7000,1,2,202370,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,2,03,03,5,1,19,1,10,01,13,37,6,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,202370,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,2,03,02,2,2,48,2,07,01,8,,2,,,,,,21,01114,611,2,,01,1,,,,3,,,,,,,,,,,1,5,,,,,,,21,01, 3,    0,,, 0,    0, 3, 0,21,01,3,0,,,0,0,3,0,21,01,3,0,,,0,0,3,0,21,01,2,0,,,0,0,2,0,21,01,3,0,,,0,0,3,0,21,01,2,0,,,0,0,2,0,21,01,3,0,,,0,0,3,0,21,01,611,0,0,1,2,202370,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,2,04,01,1,1,59,2,08,01,10,,2,,,,,,11,01114,611,2,,01,1,,,,3,,,,,,,,,,,1,5,,,,,,,11,01, 6,    0,,, 0,    0, 6, 0,11,01,6,0,,,0,0,6,0,11,01,6,0,,,0,0,6,0,11,01,5,0,,,0,0,5,0,11,01,5,0,,,0,0,5,0,11,01,6,0,,,0,0,6,0,11,01,5,0,,,0,0,5,0,11,01,611,0,6000,1,2,202370,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,2,04,02,2,2,61,2,08,01,10,,,,,,,,21,01114,611,2,,01,1,,,,3,,,,,,,,,,,1,5,,,,,,,21,01, 3,    0,,, 0,    0, 3, 0,21,01,3,0,,,0,0,3,0,21,01,4,0,,,0,0,4,0,21,01,3,0,,,0,0,3,0,21,01,2,0,,,0,0,2,0,21,01,3,0,,,0,0,3,0,21,01,3,0,,,0,0,3,0,21,01,611,0,0,1,2,202370,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,3,01,01,1,1,56,2,06,01,5,,2,,,,,,31,35109,741,2,16,05,2,4,1,7,,,,,,,,,,,,1,5,,,,,,,72,35, 8,    0,,, 0,    0, 0, 0,31,35,8,0,,,0,0,8,0,31,35,8,0,,,0,0,8,0,31,35,8,0,,,0,0,8,0,72,35,8,0,,,0,0,0,0,72,35,8,0,,,0,0,0,0,31,35,8,0,,,0,0,8,0,31,35,741,48000,0,1,2,494683,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,3,01,02,2,2,55,2,01,01,0,,2,,,,,,93,,,2,,,,,,,,,,,,,,,,,,,,,,,1,07,7,93,, 0,    0,,, 0,    0, 0, 0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,,0,0,1,2,494683,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,3,01,03,7,2,75,3,01,01,0,,,,,,,,94,,,2,,,,,,,,,,,,,,,,,,,,,,,1,08,3,94,, 0,    0,,, 0,    0, 0, 0,94,,0,0,,,0,0,0,0,94,,0,0,,,0,0,0,0,94,,0,0,,,0,0,0,0,94,,0,0,,,0,0,0,0,94,,0,0,,,0,0,0,0,94,,0,0,,,0,0,0,0,94,,,0,0,1,2,494683,4
P4,CFVP4,104,Q3,V1,1,02,03,022,02,03,1,0213,11975,1,3,02,01,1,1,45,1,05,01,4,,2,,,,,,11,01114,611,2,,01,1,,,,3,,,,,,,,,,,1,5,,,,,,,11,01, 6,    0,,, 0,    0, 6, 0,11,01,6,0,,,0,0,6,0,11,01,6,0,,,0,0,6,0,11,01,5,0,,,0,0,5,0,11,01,5,0,,,0,0,5,0,11,01,6,0,,,0,0,6,0,11,01,5,0,,,0,0,5,0,11,01,611,0,5200,1,2,494683,4
P4,CFVP4,104,Q3,V1,1,02,11,022,02,03,2,0210,12165,1,1,01,01,1,1,41,2,08,01,11,,6,,,,,,11,01241,611,2,,01,1,,,,3,,,,,,,,,,,1,5,,,,,,,11,01, 6,    0,,, 0,    0, 6, 0,11,01,6,0,,,0,0,6,0,11,01,5,0,,,0,0,5,0,11,01,7,0,,,0,0,7,0,11,01,6,0,,,0,0,6,0,11,01,6,0,,,0,0,6,0,11,01,7,0,,,0,0,7,0,11,01,611,0,17000,1,2,1390018,4
P4,CFVP4,104,Q3,V1,1,02,11,022,02,03,2,0210,12165,1,1,01,03,5,1,17,1,08,01,10,27,6,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,1390018,4
P4,CFVP4,104,Q3,V1,1,02,11,022,02,03,2,0210,12165,1,1,01,04,5,1,11,1,06,01,5,25,,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,1390018,4
P4,CFVP4,104,Q3,V1,1,02,11,022,02,03,2,0210,12165,1,1,01,02,2,2,36,2,07,01,8,,6,,,,,,21,01241,611,2,,01,1,,,,3,,,,,,,,,,,1,5,,,,,,,21,01, 5,    0,,, 0,    0, 5, 0,21,01,4,0,,,0,0,4,0,21,01,4,0,,,0,0,4,0,21,01,4,0,,,0,0,4,0,21,01,5,0,,,0,0,5,0,21,01,4,0,,,0,0,4,0,21,01,4,0,,,0,0,4,0,21,01,611,0,0,1,2,1390018,4
P4,CFVP4,104,Q3,V1,1,02,11,022,02,03,2,0210,12165,1,1,02,01,1,1,54,2,12,06,17,,6,,,,,,31,85102,234,1,16,05,1,4,1,7,,21,01241,611,,01,1,,,,3,1,5,5,,,,,,31,85, 8,    0,,, 0,    0, 8, 0,31,85,8,0,,,0,0,8,0,31,85,8,0,,,0,0,8,0,31,85,8,0,,,0,0,8,0,21,01,5,0,,,0,0,5,0,31,85,8,0,,,0,0,8,0,31,85,8,0,,,0,0,8,0,31,85,234,95600,0,1,2,1390018,4
P4,CFVP4,104,Q3,V1,1,02,11,022,02,03,2,0210,12165,1,1,02,03,3,1,30,2,11,11,14,,6,,,,,,11,01241,611,2,,01,1,,,,3,,,,,,,,,,,1,5,,,,,,,11,01, 5,    0,,, 0,    0, 5, 3,11,01,6,0,,,0,0,6,3,11,01,5,0,,,0,0,5,3,11,01,6,0,,,0,0,6,3,11,01,5,0,,,0,0,5,4,11,01,5,0,,,0,0,5,4,11,01,6,0,,,0,0,6,3,11,01,611,0,14000,1,2,1390018,4
P4,CFVP4,104,Q3,V1,1,02,11,022,02,03,2,0210,12165,1,1,02,05,5,1,28,1,11,11,14,15,6,,,,,,21,01241,611,2,,01,1,,,,3,,,,,,,,,,,1,5,,,,,,,21,01, 5,    0,,, 0,    0, 5, 4,21,01,5,0,,,0,0,5,4,21,01,5,0,,,0,0,5,4,21,01,5,0,,,0,0,5,4,21,01,6,0,,,0,0,6,3,21,01,5,0,,,0,0,5,4,21,01,6,0,,,0,0,6,3,21,01,611,0,0,1,2,1390018,4
P4,CFVP4,104,Q3,V1,1,02,11,022,02,03,2,0210,12165,1,1,02,06,8,1,36,2,12,06,16,,6,,,,,,11,01114,611,2,,01,1,,,,3,,,,,,,,,,,1,5,,,,,,,11,01, 6,    0,,, 0,    0, 6, 0,11,01,6,0,,,0,0,6,0,11,01,6,0,,,0,0,6,0,11,01,6,0,,,0,0,6,0,11,01,6,0,,,0,0,6,0,11,01,5,0,,,0,0,5,0,11,01,5,0,,,0,0,5,0,11,01,611,0,9000,1,2,1390018,4
P4,CFVP4,104,Q3,V1,1,02,11,022,02,03,2,0210,12165,1,1,02,08,8,1,7,1,05,01,1,24,,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,1390018,4
P4,CFVP4,104,Q3,V1,1,02,11,022,02,03,2,0210,12165,1,1,02,02,2,2,48,2,06,01,5,,6,,,,,,21,01241,611,2,,01,1,,,,3,,,,,,,,,,,1,5,,,,,,,21,01, 4,    0,,, 0,    0, 4, 0,21,01,3,0,,,0,0,3,0,21,01,3,0,,,0,0,3,0,21,01,4,0,,,0,0,4,0,21,01,4,0,,,0,0,4,0,21,01,3,0,,,0,0,3,0,21,01,4,0,,,0,0,4,0,21,01,611,0,0,1,2,1390018,4
P4,CFVP4,104,Q3,V1,1,02,11,022,02,03,2,0210,12165,1,1,02,04,4,2,24,2,12,01,15,15,6,,,,,,21,01241,611,2,,01,1,,,,3,,,,,,,,,,,1,5,,,,,,,21,01, 4,    0,,, 0,    0, 4, 3,21,01,4,0,,,0,0,4,3,21,01,3,0,,,0,0,3,3,21,01,4,0,,,0,0,4,3,21,01,4,0,,,0,0,4,3,21,01,4,0,,,0,0,4,3,21,01,4,0,,,0,0,4,3,21,01,611,0,0,1,2,1390018,4
P4,CFVP4,104,Q3,V1,1,02,11,022,02,03,2,0210,12165,1,1,02,07,8,2,30,2,10,01,12,,6,,,,,,21,01114,611,2,,01,1,,,,3,,,,,,,,,,,1,5,,,,,,,21,01, 5,    0,,, 0,    0, 5, 0,21,01,5,0,,,0,0,5,0,21,01,4,0,,,0,0,4,0,21,01,5,0,,,0,0,5,0,21,01,4,0,,,0,0,4,0,21,01,5,0,,,0,0,5,0,21,01,5,0,,,0,0,5,0,21,01,611,0,0,1,2,1390018,4
P4,CFVP4,104,Q3,V1,1,02,11,022,02,03,2,0210,12165,1,2,01,01,1,1,46,2,07,01,9,,6,,,,,,11,01139,611,2,,01,1,,,,3,,,,,,,,,,,1,5,,,,,,,11,01, 4,    0,,, 0,    0, 4, 0,11,01,3,0,,,0,0,3,0,11,01,3,0,,,0,0,3,0,11,01,4,0,,,0,0,4,0,11,01,4,0,,,0,0,4,0,11,01,4,0,,,0,0,4,0,11,01,4,0,,,0,0,4,0,11,01,611,0,6000,1,2,198574,4
P4,CFVP4,104,Q3,V1,1,02,11,022,02,03,2,0210,12165,1,2,01,03,5,1,22,1,07,01,8,12,6,,,,,,51,01241,921,1,,01,1,1,2,8,,21,01139,611,,01,1,,,,3,1,5,5,,,,,,51,01, 8,  500,,, 0,    0, 8, 0,51,01,8,500,,,0,0,8,0,51,01,8,500,,,0,0,8,0,21,01,4,0,,,0,0,4,5,21,01,5,0,,,0,0,5,4,21,01,4,0,,,0,0,4,5,21,01,4,0,,,0,0,4,5,51,01,611,0,0,1,2,198574,4
P4,CFVP4,104,Q3,V1,1,02,11,022,02,03,2,0210,12165,1,2,01,02,2,2,42,2,07,01,8,,6,,,,,,21,01139,611,2,,01,1,,,,3,,,,,,,,,,,1,5,,,,,,,21,01, 3,    0,,, 0,    0, 3, 0,21,01,3,0,,,0,0,3,0,21,01,4,0,,,0,0,4,0,21,01,3,0,,,0,0,3,0,21,01,4,0,,,0,0,4,0,21,01,3,0,,,0,0,3,0,21,01,4,0,,,0,0,4,0,21,01,611,0,0,1,2,198574,4
P4,CFVP4,104,Q3,V1,1,02,11,022,02,03,2,0210,12165,1,2,01,04,5,2,19,1,10,01,13,31,6,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,198574,4
P4,CFVP4,104,Q3,V1,1,02,11,022,02,03,2,0210,12165,1,2,02,01,1,1,58,2,06,01,5,,6,,,,,,11,01139,611,1,,01,1,,,,3,51,41001,931,18,01,1,1,2,8,,1,5,5,,,,,,11,01, 5,    0,,, 0,    0, 5, 0,11,01,4,0,,,0,0,4,0,11,01,4,0,,,0,0,4,0,11,01,5,0,,,0,0,5,0,11,01,4,0,,,0,0,4,0,11,01,5,0,,,0,0,5,0,11,01,5,0,,,0,0,5,0,11,01,611,0,7000,1,2,198574,4
P4,CFVP4,104,Q3,V1,1,02,11,022,02,03,2,0210,12165,1,2,02,03,5,1,18,1,10,01,12,15,6,,,,,,81,,,1,,,,,,,,21,01139,611,,01,1,,,,3,1,,3,1,,,,,21,01, 4,    0,,, 0,    0, 4, 5,21,01,4,0,,,0,0,4,5,21,01,5,0,,,0,0,5,5,21,01,5,0,,,0,0,5,5,21,01,4,0,,,0,0,4,5,21,01,6,0,,,0,0,6,4,21,01,6,0,,,0,0,6,4,21,01,611,0,0,1,2,198574,4
P4,CFVP4,104,Q3,V1,1,02,11,022,02,03,2,0210,12165,1,2,02,02,2,2,52,2,01,01,0,,6,,,,,,93,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,9,93,, 0,    0,,, 0,    0, 0, 0,93,,0,0,,,0,0,0,0,82,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,82,,,0,0,1,2,198574,4
P4,CFVP4,104,Q3,V1,1,02,11,022,02,03,2,0210,12165,1,2,03,01,1,1,52,2,13,01,17,,6,,,,,,11,47110,522,2,14,01,1,,,,,,,,,,,,,,,1,5,,,,,,,11,47, 9,    0,,, 0,    0, 9, 0,11,47,9,0,,,0,0,9,0,11,47,9,0,,,0,0,9,0,11,47,9,0,,,0,0,9,0,11,47,9,0,,,0,0,9,0,11,47,9,0,,,0,0,9,0,11,47,9,0,,,0,0,9,0,11,47,522,0,16000,1,2,198574,4
P4,CFVP4,104,Q3,V1,1,02,11,022,02,03,2,0210,12165,1,2,04,01,1,1,45,3,01,01,0,,6,,,,,,94,,,2,,,,,,,,,,,,,,,,,,,,,,,1,08,3,92,, 0,    0,,, 0,    0, 0, 0,92,,0,0,,,0,0,0,0,92,,0,0,,,0,0,0,0,92,,0,0,,,0,0,0,0,92,,0,0,,,0,0,0,0,92,,0,0,,,0,0,0,0,92,,0,0,,,0,0,0,0,92,,,0,0,1,2,198574,4
